uniqueID,genus,species,det_by,sex,date_determined,taxonomy_note,,,,,,,
931,Bombus,impatiens,SL,F,19i2021,,,,,,,,
932,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
933,Bombus,impatiens,SL,F,19i2021,,,,,,,,
934,Bombus,impatiens,SL,F,19i2021,,,,,,,,
935,Bombus,impatiens,SL,F,19i2021,,,,,,,,
936,Bombus,impatiens,SL,F,19i2021,,,,,,,,
937,Dufourea,novaeangliae,CA,M,21i2021,,,,,,,,
938,Bombus,impatiens,SL,F,19i2021,,,,,,,,
939,Bombus,vagans,SL,F,20i2021,,,,,,,,
940,Augochlorella,aurata,SL,F,15i2021,,,,,,,,
941,Melissodes,sp.,CA,F,29xi2021,,,,,,,,
942,Lasioglossum,,,,21i2021,,,,,,,,
943,Lasioglossum,,,,21i2021,,,,,,,,
944,Lasioglossum,,,,21i2021,,,,,,,,
945,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
946,Bombus,frigidus,SL,F,20i2021,,,,,,,,
947,Bombus,vagans,SL,F,20i2021,,,,,,,,
948,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
949,Lasioglossum,leucozonium,CA,F,23ii2021,,,,,,,,
950,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
951,Heriades,carinata,CA,F,23iii2021,,,,,,,,
952,Heriades,carinata,CA,F,23iii2021,,,,,,,,
953,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
954,Hoverfly,,,,21i2021,,,,,,,,
955,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
956,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
957,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
958,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
959,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
960,Bombus,rufocinctus,SL,F,20i2021,,,,,,,,
961,Megachile,mendica,CA,F,9xii2021,,,,,,,,
962,Bombus,vagans,SL,F,20i2021,,,,,,,,
963,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
964,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
965,Agapostemon,texanus,SL,F,15i2021,,,,,,,,
966,Bombus,bimaculatus,SL,M,19i2021,,,,,,,,
967,Bombus,rufocinctus,SL,F,20i2021,,,,,,,,
968,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
969,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
970,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
971,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
972,Bombus,griseocollis,SL,F,19i2021,,,,,,,,
973,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
974,Andrena,wheeleri,JF,F,xi2021,,,,,,,,
975,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
976,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
977,Andrena,wilkella,JF,F,xi2021,,,,,,,,
978,Andrena,wilkella,JF,F,xi2021,,,,,,,,
979,Heriades,carinata,CA,F,23iii2021,,,,,,,,
980,Lasioglossum,,,,21i2021,,,,,,,,
981,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
982,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
983,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
984,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
985,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
986,Bombus,impatiens,SL,F,19i2021,,,,,,,,
987,Bombus,impatiens,SL,F,19i2021,,,,,,,,
988,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
989,Bombus,impatiens,SL,F,19i2021,,,,,,,,
990,Bombus,impatiens,SL,F,19i2021,,,,,,,,
991,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
992,Megachile,relativa,CA,F,9xii2021,,,,,,,,
993,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
994,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
995,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
996,Bombus,rufocinctus,SL,F,20i2021,,,,,,,,
997,Bombus,impatiens,SL,F,19i2021,,,,,,,,
998,Bombus,impatiens,SL,F,19i2021,,,,,,,,
999,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1000,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1001,Andrena,vicina,JF,F,xi2021,,,,,,,,
1002,Andrena,spiraeana_seeTN,JF,f,xi2021,? Trachandrena,,,,,,,
1003,Andrena,rugosa,JF,F,xi2021,,,,,,,,
1004,Ceratina,,,,21i2021,,,,,,,,
1005,Ceratina,,,,21i2021,,,,,,,,
1006,Andrena,hippotes_seeTN,,F,xi2021,?,,,,,,,
1007,Andrena,rugosa,JF,F,xi2021,,,,,,,,
1008,Lasioglossum,,,,21i2021,,,,,,,,
1009,Ceratina,,,,21i2021,,,,,,,,
1010,Ceratina,,,,21i2021,,,,,,,,
1011,Ceratina,,,,21i2021,,,,,,,,
1012,Andrena,crataegi,JF,F,xi2021,,,,,,,,
1013,Andrena,rugosa,JF,F,xi2021,,,,,,,,
1014,Andrena,vicina,JF,F,xi2021,,,,,,,,
1015,Andrena,rugosa,JF,F,xi2021,,,,,,,,
1016,Andrena,hippotes_seeTN,,F,xi2021,?,,,,,,,
1017,Andrena,crataegi,JF,F,xi2021,,,,,,,,
1018,Andrena,hippotes_seeTN,,F,xi2021,?,,,,,,,
1019,Andrena,rugosa,JF,F,xi2021,,,,,,,,
1020,Andrena,rufosignata_seeTN,JF,F,xii2021,?,,,,,,,
1021,Andrena,rugosa,JF,F,xi2021,,,,,,,,
1022,Ceratina,,,,21i2021,,,,,,,,
1023,Andrena,rugosa,JF,F,xi2021,,,,,,,,
1024,Andrena,rugosa,JF,F,xi2021,,,,,,,,
1025,Ceratina,,,,21i2021,,,,,,,,
1026,Ceratina,,,,21i2021,,,,,,,,
1027,Andrena,,,M,xi2021,,,,,,,,
1028,Augochlorella,aurata,SL,F,15i2021,,,,,,,,
1029,Andrena,spiraeana,JF,f,xi2021,,,,,,,,
1030,Andrena,vicina,JF,F,xi2021,,,,,,,,
1031,Andrena,crataegi,JF,F,xi2021,,,,,,,,
1032,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1033,Andrena,crataegi,JF,F,xi2021,,,,,,,,
1034,Andrena,hippotes_seeTN,,F,xi2021,?,,,,,,,
1035,Andrena,dunningi_nivalis,JF,F,xi2021,,,,,,,,
1036,Andrena,rugosa,JF,F,xi2021,,,,,,,,
1037,Andrena,vicina,JF,F,xi2021,,,,,,,,
1038,Andrena,vicina,JF,F,xi2021,,,,,,,,
1039,Ceratina,,,,21i2021,,,,,,,,
1040,Andrena,imitatrix,JF,F,xi2021,,,,,,,,
1041,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1042,Andrena,alleghaniensis,JF,F,xi2021,,,,,,,,
1043,Ceratina,,,,21i2021,,,,,,,,
1044,Halictus,rubicundus,CA,F,12xi2021,,,,,,,,
1045,Andrena,hippotes_seeTN,,F,xi2021,?,,,,,,,
1046,Agapostemon,texanus,SL,F,15i2021,,,,,,,,
1047,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
1048,Halictus,rubicundus,CA,F,15iii2021,,,,,,,,
1049,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
1050,Andrena,integra,JF,F,xi2021,,,,,,,,
1051,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
1052,Andrena,hippotes_seeTN,,F,xi2021,?,,,,,,,
1053,Ceratina,,,,21i2021,,,,,,,,
1054,Agapostemon,texanus,SL,F,15i2021,,,,,,,,
1055,Lasioglossum,sp,CA,F,18i2022,,,,,,,,
1056,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1057,Halictus,rubicundus,CA,F,15iii2021,,,,,,,,
1058,Agapostemon,texanus,SL,F,15i2021,,,,,,,,
1059,Agapostemon,texanus,SL,F,15i2021,,,,,,,,
1060,Ceratina,,,,21i2021,,,,,,,,
1061,Megachile,relativa,CA,F,9xii2021,,,,,,,,
1062,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
1063,Megachile,gemula,CA,F,9xii2021,,,,,,,,
1064,Melissodes,niveus,CA,F,29xi2021,,,,,,,,
1065,Megachile,relativa,CA,F,9xii2021,,,,,,,,
1066,Lasioglossum,sp,CA,F,18i2022,,,,,,,,
1067,Lasioglossum,,,,21i2021,,,,,,,,
1068,Lasioglossum,,,,21i2021,,,,,,,,
1069,Lasioglossum,,,,21i2021,,,,,,,,
1070,Andrena,spiraeana,JF,f,xi2021,,,,,,,,
1071,Agapostemon,texanus,SL,F,15i2021,,,,,,,,
1072,Halictus,rubicundus,CA,F,12xi2021,,,,,,,,
1073,Halictus,rubicundus,CA,F,12xi2021,,,,,,,,
1074,wasp,,,,,,,,,,,,
1075,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
1076,Bombus,griseocollis,SL,F,19i2021,,,,,,,,
1077,Andrena,hippotes_seeTN,,F,xi2021,?,,,,,,,
1078,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1079,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1080,Osmia,atriventris,CA + JF,F,25viii2021,,,,,,,,
1081,Heriades,carinata,CA,F,23iii2021,,,,,,,,
1082,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
1083,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1084,Ceratina,,,,21i2021,,,,,,,,
1085,Augochlora,pura,CA + SL,F,15i2021,,,,,,,,
1086,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1087,Augochlora,pura,CA + SL,F,15i2021,,,,,,,,
1088,Ceratina,,,,21i2021,,,,,,,,
1089,Ceratina,,,,21i2021,,,,,,,,
1090,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1091,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1092,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1093,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1094,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1095,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1096,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1097,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1098,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1099,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1100,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1101,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1102,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1103,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1104,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1105,Lasioglossum,,,,21i2021,,,,,,,,
1106,Lasioglossum,,,,21i2021,,,,,,,,
1107,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1108,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1109,Bombus,impatiens,SL,F,20i2021,,,,,,,,
1110,Anthophora,terminalis,,,21i2021,,,,,,,,
1111,Bombus,impatiens,SL,F,20i2021,,,,,,,,
1112,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1113,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1114,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1115,Bombus,griseocollis,SL,F,19i2021,,,,,,,,
1116,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1117,Bombus,griseocollis,SL,F,19i2021,,,,,,,,
1118,Bombus,griseocollis,SL,M,19i2021,,,,,,,,
1119,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
1120,Bombus,griseocollis,SL,M,19i2021,,,,,,,,
1121,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
1122,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
1123,Ceratina,,,,21i2021,,,,,,,,
1124,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
1125,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1126,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
1127,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
1128,Bombus,bimaculatus,SL,M,19i2021,,,,,,,,
1129,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1130,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1131,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
1132,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
1133,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
1134,Lasioglossum,,,,21i2021,,,,,,,,
1135,Lasioglossum,,,,21i2021,,,,,,,,
1136,Lasioglossum,,,,21i2021,,,,,,,,
1137,Lasioglossum,,,,21i2021,,,,,,,,
1138,Lasioglossum,,,,21i2021,,,,,,,,
1139,Lasioglossum,,,,21i2021,,,,,,,,
1140,Lasioglossum,,,,21i2021,,,,,,,,
1141,Lasioglossum,,,,21i2021,,,,,,,,
1142,Lasioglossum,,,,21i2021,,,,,,,,
1143,Lasioglossum,,,,21i2021,,,,,,,,
1144,Lasioglossum,,,,21i2021,,,,,,,,
1145,Lasioglossum,,,,21i2021,,,,,,,,
1146,Lasioglossum,,,,21i2021,,,,,,,,
1147,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1148,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1149,Bombus,griseocollis,SL,M,19i2021,,,,,,,,
1150,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1151,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1152,Bombus,griseocollis,SL,M,19i2021,,,,,,,,
1153,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1154,Bombus,bimaculatus,SL,M,19i2021,,,,,,,,
1155,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
1156,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
1157,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
1158,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
1159,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
1160,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
1161,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
1162,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
1163,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
1164,Melissodes,niveus,CA,F,29xi2021,,,,,,,,
1165,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
1166,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
1167,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
1168,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
1169,Chelostoma ,campanularum,CA,F,25viii2021,,,,,,,,
1170,Chelostoma ,campanularum,CA,F,25viii2021,,,,,,,,
1171,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1172,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1173,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1174,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1175,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1176,Ceratina,,,,21i2021,,,,,,,,
1177,Lasioglossum,,,,21i2021,,,,,,,,
1178,Ceratina,,,,21i2021,,,,,,,,
1179,Lasioglossum,,,,21i2021,,,,,,,,
1180,Ceratina,,,,21i2021,,,,,,,,
1181,Bombus,impatiens,SL,F,20i2021,,,,,,,,
1182,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1183,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
1184,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
1185,Lasioglossum,,,,21i2021,,,,,,,,
1186,Lasioglossum,,,,21i2021,,,,,,,,
1187,Peponapis,pruinosa,SL + CA,F,15i2021,,,,,,,,
1188,Peponapis,pruinosa,SL + CA,F,15i2021,,,,,,,,
1189,Peponapis,pruinosa,SL + CA,F,15i2021,,,,,,,,
1190,Peponapis,pruinosa,SL + CA,F,15i2021,,,,,,,,
1191,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1192,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
1193,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1194,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1195,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1196,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1197,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1198,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1199,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1200,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1201,Lasioglossum,,,,21i2021,,,,,,,,
1202,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1203,Lasioglossum,,,,21i2021,,,,,,,,
1204,Lasioglossum,,,,21i2021,,,,,,,,
1205,Lasioglossum,,,,21i2021,,,,,,,,
1206,Lasioglossum,,,,21i2021,,,,,,,,
1207,Lasioglossum,,,,21i2021,,,,,,,,
1208,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
1209,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
1210,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
1211,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
1212,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
1213,Lasioglossum,,,,21i2021,,,,,,,,
1214,Lasioglossum,,,,21i2021,,,,,,,,
1215,Lasioglossum,,,,21i2021,,,,,,,,
1216,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1217,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1218,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1219,Lasioglossum,,,,21i2021,,,,,,,,
1220,Lasioglossum,,,,21i2021,,,,,,,,
1221,Lasioglossum,,,,21i2021,,,,,,,,
1222,Lasioglossum,,,,21i2021,,,,,,,,
1223,Lasioglossum,,,,21i2021,,,,,,,,
1224,Lasioglossum,,,,21i2021,,,,,,,,
1225,Lasioglossum,,,,21i2021,,,,,,,,
1226,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1227,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1228,Lasioglossum,,,,21i2021,,,,,,,,
1229,Lasioglossum,,,,21i2021,,,,,,,,
1230,Ceratina,,,,21i2021,,,,,,,,
1231,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1232,Ceratina,,,,21i2021,,,,,,,,
1233,Lasioglossum,,,,21i2021,,,,,,,,
1234,Augochloropsis,metallica,CA + SL,F,15i2021,,,,,,,,
1235,Andrena,platyparia,JF,F,xi2021,,,,,,,,
1236,Ceratina,,,,21i2021,,,,,,,,
1237,Lasioglossum,,,,21i2021,,,,,,,,
1238,Lasioglossum,,CA,F,21i2021,,,,,,,,
1239,Ceratina,,,,21i2021,,,,,,,,
1240,Andrena,milwaukeensis,JF,F,xi2021,,,,,,,,
1241,Andrena,milwaukeensis,JF,F,xi2021,,,,,,,,
1242,Bombus,impatiens,SL,F,19i2021,,,,,,,,
1243,Augochlorella,aurata,SL,F,15i2021,,,,,,,,
1244,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
1245,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
1246,Andrena,rugosa,JF,F,xi2021,,,,,,,,
1247,Andrena,dunningi_nivalis,JF,F,xi2021,,,,,,,,
1248,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
1249,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
1250,Lasioglossum,,,,21i2021,,,,,,,,
1251,Lasioglossum,coriaceum,CA,F,23ii2021,,,,,,,,
1252,Augochloropsis,metallica,CA + SL,F,15i2021,,,,,,,,
1253,Lasioglossum,,,,21i2021,,,,,,,,
1254,Andrena,rugosa,JF,F,xi2021,,,,,,,,
1255,Ceratina,,,,21i2021,,,,,,,,
1256,Lasioglossum,,,,21i2021,,,,,,,,
1257,Andrena,wheeleri,JF,F,xi2021,,,,,,,,
1258,Andrena,nasonii,JF,F,xi2021,,,,,,,,
1259,Andrena,dunningi_nivalis,JF,F,xi2021,,,,,,,,
1260,Andrena,crataegi,JF,F,xi2021,,,,,,,,
1261,Andrena,vicina,JF,F,xi2021,,,,,,,,
1262,Andrena,rugosa,JF,F,xi2021,,,,,,,,
1263,Andrena,vicina,JF,F,xi2021,,,,,,,,
1264,Andrena,,,F,,,,,,,,,
1265,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1266,Andrena,rugosa,JF,F,xi2021,,,,,,,,
1267,Andrena,rugosa,JF,F,xi2021,,,,,,,,
1268,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
1269,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
1270,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
1271,Chelostoma ,campanularum,CA,F,25viii2021,,,,,,,,
1272,Lasioglossum,,,,21i2021,,,,,,,,
1273,Lasioglossum,,,,21i2021,,,,,,,,
1274,Lasioglossum,,,,21i2021,,,,,,,,
1275,Lasioglossum,,,,21i2021,,,,,,,,
1276,Lasioglossum,,,,21i2021,,,,,,,,
1277,Lasioglossum,,,,21i2021,,,,,,,,
1278,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
1279,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
1280,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
1281,Lasioglossum,,,,21i2021,,,,,,,,
1282,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1283,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1284,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1285,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1286,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1287,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1288,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1289,Lasioglossum,,,,21i2021,,,,,,,,
1290,Lasioglossum,,,,21i2021,,,,,,,,
1291,Andrena,mandibularis_seeTN,JF,F,xi2021,?,,,,,,,
1292,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
1293,Lasioglossum,,,,21i2021,,,,,,,,
1294,Lasioglossum,,,,21i2021,,,,,,,,
1295,Lasioglossum,,,,21i2021,,,,,,,,
1296,Lasioglossum,,,,21i2021,,,,,,,,
1297,Lasioglossum,,,,21i2021,,,,,,,,
1298,Lasioglossum,,,,21i2021,,,,,,,,
1299,Lasioglossum,,,,21i2021,,,,,,,,
1300,Lasioglossum,,,,21i2021,,,,,,,,
1301,Lasioglossum,,,,21i2021,,,,,,,,
1302,Lasioglossum,,,,21i2021,,,,,,,,
1303,Lasioglossum,,,,21i2021,,,,,,,,
1304,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
1305,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
1306,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
1307,Augochlorella,aurata,SL,F,15i2021,,,,,,,,
1308,Ceratina,,,,21i2021,,,,,,,,
1309,Ceratina,,,,21i2021,,,,,,,,
1310,Augochlorella,aurata,SL,F,15i2021,,,,,,,,
1311,Lasioglossum,,,,21i2021,,,,,,,,
1312,Lasioglossum,,,,21i2021,,,,,,,,
1313,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
1314,Lasioglossum,,,,21i2021,,,,,,,,
1315,Megachile,inermis,CA,F,9xii2021,,,,,,,,
1316,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
1317,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
1318,Colletes,kincaidii,CA + EN,F,11xi2021,,,,,,,,
1319,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
1320,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
1321,Augochloropsis,metallica,CA,M,23i2021,,,,,,,,
1322,Megachile,inermis,CA,F,9xii2021,,,,,,,,
1323,Megachile,inermis,CA,F,9xii2021,,,,,,,,
1324,Megachile,inermis,CA,F,9xii2021,,,,,,,,
1325,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
1326,Augochlorella,aurata,SL,F,15i2021,,,,,,,,
1327,Andrena,nasonii,JF,F,xi2021,,,,,,,,
1328,Megachile,inermis,CA,F,9xii2021,,,,,,,,
1329,Lasioglossum,,,,21i2021,,,,,,,,
1330,Bombus,rufocinctus,SL,F,1ii2021,,,,,,,,
1331,Halictus,rubicundus,CA,F,12xi2021,,,,,,,,
1332,Lasioglossum,sp,CA,F,18i2022,,,,,,,,
1333,Lasioglossum,sp,CA,F,18i2022,,,,,,,,
1334,Lasioglossum,,,,21i2021,,,,,,,,
1335,Andrena,platyparia,JF,F,xi2021,,,,,,,,
1336,Andrena,platyparia,JF,F,xi2021,,,,,,,,
1337,Lasioglossum,sp,CA,F,18i2022,,,,,,,,
1338,Lasioglossum,coriaceum,CA,F,21i2021,,,,,,,,
1339,Augochlorella,aurata,SL,F,15i2021,,,,,,,,
1340,Lasioglossum,,,,21i2021,,,,,,,,
1341,Lasioglossum,,,,21i2021,,,,,,,,
1342,Augochlorella,aurata,SL,F,15i2021,,,,,,,,
1343,Lasioglossum,,,,21i2021,,,,,,,,
1344,Lasioglossum,,,,21i2021,,,,,,,,
1345,Augochloropsis,metallica,CA + SL,F,15i2021,,,,,,,,
1346,Augochloropsis,metallica,CA + SL,F,15i2021,,,,,,,,
1347,Andrena,platyparia,JF,F,xi2021,,,,,,,,
1348,Lasioglossum,,,,21i2021,,,,,,,,
1349,Augochlorella,aurata,SL,F,15i2021,,,,,,,,
1350,Andrena,spiraeana,JF,f,xi2021,,,,,,,,
1351,Andrena,hippotes_seeTN,,F,xi2021,?,,,,,,,
1352,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1353,Andrena,,,F,,,,,,,,,
1354,Andrena,vicina,JF,F,xi2021,,,,,,,,
1355,Andrena,vicina,JF,F,xi2021,,,,,,,,
1356,Andrena,,,F,,,,,,,,,
1357,Andrena,carlini,JF,F,xi2021,,,,,,,,
1358,Andrena,crataegi,JF,F,xi2021,,,,,,,,
1359,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1360,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1361,Andrena,,,F,,,,,,,,,
1362,Andrena,crataegi,JF,F,xi2021,,,,,,,,
1363,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1364,Andrena,rugosa,JF,F,xi2021,,,,,,,,
1365,Ceratina,,,,21i2021,,,,,,,,
1366,Andrena,vicina,JF,F,xi2021,,,,,,,,
1367,Ceratina,,,,21i2021,,,,,,,,
1368,Andrena,rugosa,JF,F,xi2021,,,,,,,,
1369,Andrena,vicina,JF,F,xi2021,,,,,,,,
1370,Andrena,alleghaniensis,JF,F,xi2021,,,,,,,,
1371,Andrena,dunningi_nivalis,JF,F,xi2021,,,,,,,,
1372,Andrena,vicina,JF,F,xi2021,,,,,,,,
1373,Andrena,crataegi,JF,F,xi2021,,,,,,,,
1374,Andrena,hippotes_seeTN,,F,xi2021,?,,,,,,,
1375,Andrena,vicina,JF,F,xi2021,,,,,,,,
1376,Ceratina,,,,21i2021,,,,,,,,
1377,Andrena,vicina,JF,F,xi2021,,,,,,,,
1378,Ceratina,,,,21i2021,,,,,,,,
1379,Ceratina,,,,21i2021,,,,,,,,
1380,Andrena,vicina,JF,F,xi2021,,,,,,,,
1381,Andrena,cressonii,JF,F,xi2021,,,,,,,,
1382,Ceratina,,,,21i2021,,,,,,,,
1383,Ceratina,,,,21i2021,,,,,,,,
1384,Ceratina,,,M,21i2021,,,,,,,,
1385,Hoplitis,pilosifrons,CA,F,25viii2021,,,,,,,,
