uniqueID,genus,species,det_by,sex,date_determined,taxonomy_note,,,,,,,
449,Bombus,rufocinctus,SL,F,21i2021,,,,,,,,
450,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
451,Lasioglossum,,,F,9xii2021,,,,,,,,
452,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
453,Augochlora,pura,CA + SL,F,15i2021,,,,,,,,
454,Lasioglossum,,,,21i2021,,,,,,,,
455,Bombus,rufocinctus,SL,F,20i2021,,,,,,,,
456,Megachile,sp.,,M,21i2021,,,,,,,,
457,Megachile,rotundata,CA,M,21i2021,,,,,,,,
458,Megachile,relativa,CA,F,9xii2021,,,,,,,,
459,Ceratina,,,,21i2021,,,,,,,,
460,Bombus,rufocinctus,SL,F,20i2021,,,,,,,,
461,Bombus,impatiens,SL,F,19i2021,,,,,,,,
462,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
463,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
464,Bombus,impatiens,SL,F,19i2021,,,,,,,,
465,Ceratina,,,,21i2021,,,,,,,,
466,Ceratina,,,,21i2021,,,,,,,,
467,Ceratina,,,,21i2021,,,,,,,,
468,Hoplitis,producta?,CA,F,25viii2021,,,,,,,,
469,Ceratina,,,,21i2021,,,,,,,,
470,Ceratina,,,,21i2021,,,,,,,,
471,Bombus,impatiens,SL,F,19i2021,,,,,,,,
472,Bombus,griseocollis,SL,F,19i2021,,,,,,,,
473,Bombus,bimaculatus,SL,F,20i2021,,,,,,,,
474,Anthophora,terminalis,,,21i2021,,,,,,,,
475,Bombus,bimaculatus,SL,M,19i2021,,,,,,,,
476,Bombus,impatiens,SL,F,19i2021,,,,,,,,
477,Bombus,impatiens,SL,F,19i2021,,,,,,,,
478,Bombus,impatiens,SL,F,19i2021,,,,,,,,
479,Augochlorella,aurata,SL,F,15i2021,,,,,,,,
480,Lasioglossum,,,,21i2021,,,,,,,,
481,Bombus,impatiens,SL,F,19i2021,,,,,,,,
482,Bombus,impatiens,SL,F,19i2021,,,,,,,,
483,Lasioglossum,,,,21i2021,,,,,,,,
484,Lasioglossum,,,,21i2021,,,,,,,,
485,Bombus,impatiens,SL,F,19i2021,,,,,,,,
486,Bombus,impatiens,SL,F,19i2021,,,,,,,,
487,Bombus,impatiens,SL,F,19i2021,,,,,,,,
488,Colletes,simulans,CA + EN,F,11xi2021,,,,,,,,
489,Bombus,impatiens,SL,F,19i2021,,,,,,,,
490,Bombus,impatiens,SL,F,19i2021,,,,,,,,
491,Bombus,impatiens,SL,F,19i2021,,,,,,,,
492,Augochloropsis,metallica,CA + SL,F,15i2021,,,,,,,,
493,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
494,Lasioglossum,,,,21i2021,,,,,,,,
495,Osmia,atriventris,CA + JF,F,25viii2021,,,,,,,,
496,Augochlorella,aurata,SL,F,15i2021,,,,,,,,
497,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
498,Andrena,integra,JF,F,xi2021,,,,,,,,
499,Andrena,integra,JF,F,xi2021,,,,,,,,
500,Andrena,nasonii,JF,F,xi2021,,,,,,,,
501,Andrena,platyparia,JF,F,xi2021,,,,,,,,
502,Augochlorella,aurata,SL,F,15i2021,,,,,,,,
503,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
504,Hoplitis,producta,CA,M,25viii2021,,,,,,,,
505,Andrena,nasonii,JF,F,xi2021,,,,,,,,
506,Andrena,nasonii,JF,F,xi2021,,,,,,,,
507,Andrena,nasonii,JF,F,xi2021,,,,,,,,
508,Ceratina,,,,21i2021,,,,,,,,
509,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
510,Ceratina,,,,21i2021,,,,,,,,
511,Andrena,nasonii,JF,F,xi2021,,,,,,,,
512,Lasioglossum,,,,21i2021,,,,,,,,
513,Ceratina,,,,21i2021,,,,,,,,
514,Andrena,nasonii,JF,F,xi2021,,,,,,,,
515,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
516,Halictus,confusus,CA,F,9xii2021,,,,,,,,
517,Andrena,cressonii,JF,F,xi2021,,,,,,,,
518,Lasioglossum,,,,21i2021,,,,,,,,
519,Andrena,rugosa,JF,F,xi2021,,,,,,,,
520,Augochlorella,aurata,SL,F,15i2021,,,,,,,,
521,Andrena,rugosa,JF,F,xi2021,,,,,,,,
522,Andrena,imitatrix,JF,F,xi2021,,,,,,,,
523,Andrena,spiraeana_seeTN,JF,f,xi2021,? Trachandrena,,,,,,,
524,Andrena,rugosa,JF,F,xi2021,,,,,,,,
525,Lasioglossum,coriaceum,CA,F,23i2021,,,,,,,,
526,Andrena,rugosa,JF,F,xi2021,,,,,,,,
527,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
528,Lasioglossum,,,F,,,,,,,,,
529,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
530,Lasioglossum,,,,21i2021,,,,,,,,
531,Andrena,dunningi_nivalis,JF,F,xi2021,,,,,,,,
532,Andrena,crataegi,JF,F,xi2021,,,,,,,,
533,Ceratina,,,,21i2021,,,,,,,,
534,Lasioglossum,,,,21i2021,,,,,,,,
535,Andrena,vicina,JF,F,xi2021,,,,,,,,
536,Andrena,vicina,JF,F,xi2021,,,,,,,,
537,Andrena,hippotes_seeTN,,F,xi2021,?,,,,,,,
538,Andrena,crataegi,JF,F,xi2021,,,,,,,,
539,Andrena,vicina,JF,F,xi2021,,,,,,,,
540,Andrena,vicina,JF,F,xi2021,,,,,,,,
541,Andrena,crataegi,JF,F,xi2021,,,,,,,,
542,Andrena,vicina,JF,F,xi2021,,,,,,,,
543,Andrena,vicina,JF,F,xi2021,,,,,,,,
544,Andrena,vicina,JF,F,xi2021,,,,,,,,
545,Andrena,rugosa,JF,F,xi2021,,,,,,,,
546,Lasioglossum,,,,21i2021,,,,,,,,
547,Lasioglossum,,,,21i2021,,,,,,,,
548,Ceratina,,,,21i2021,,,,,,,,
549,Lasioglossum,coriaceum,CA,F,23ii2021,,,,,,,,
550,Lasioglossum,,,,21i2021,,,,,,,,
551,Lasioglossum,,,,21i2021,,,,,,,,
552,Lasioglossum,,,,21i2021,,,,,,,,
553,Lasioglossum,,,,21i2021,,,,,,,,
554,Andrena,carlini,JF,F,xi2021,,,,,,,,
555,Ceratina,,,,21i2021,,,,,,,,
556,Andrena,integra,JF,F,xi2021,,,,,,,,
557,Hoplitis,producta,CA,F,25viii2021,,,,,,,,
558,Lasioglossum,,,,21i2021,,,,,,,,
559,Lasioglossum,,,,21i2021,,,,,,,,
560,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
561,Lasioglossum,,,,21i2021,,,,,,,,
562,Lasioglossum,,,,21i2021,,,,,,,,
563,Lasioglossum,,,,21i2021,,,,,,,,
564,Lasioglossum,,,,21i2021,,,,,,,,
565,Lasioglossum,,,,21i2021,,,,,,,,
566,Lasioglossum,,,,21i2021,,,,,,,,
567,Lasioglossum,,,,21i2021,,,,,,,,
568,Lasioglossum,,,,21i2021,,,,,,,,
569,Melissodes,druriellus,CA,F,29xi2021,,,,,,,,
570,Bombus,vagans,SL,F,20i2021,,,,,,,,
571,Bombus,rufocinctus,SL,M,20i2021,,,,,,,,
572,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
573,Melissodes,druriellus,CA,F,29xi2021,,,,,,,,
574,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
575,Colletes,simulans,CA + EN,F,11xi2021,,,,,,,,
576,Bombus,impatiens,SL,F,19i2021,,,,,,,,
577,Augochloropsis,metallica,CA + SL,F,15i2021,,,,,,,,
578,Bombus,impatiens,SL,F,19i2021,,,,,,,,
579,Bombus,impatiens,SL,F,19i2021,,,,,,,,
580,Bombus,vagans,SL,F,20i2021,,,,,,,,
581,Bombus,impatiens,SL,F,19i2021,,,,,,,,
582,Bombus,impatiens,SL,F,19i2021,,,,,,,,
583,Augochlorella,aurata,SL,F,15i2021,,,,,,,,
584,Bombus,vagans,SL,M,20i2021,,,,,,,,
585,Megachile,sp.,CA,M,9xii2021,,,,,,,,
586,Ceratina,,,,21i2021,,,,,,,,
587,Bombus,vagans,SL,F,21i2021,,,,,,,,
588,Lasioglossum,,,,21i2021,,,,,,,,
589,Ceratina,,,,21i2021,,,,,,,,
590,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
591,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
592,Bombus,impatiens,SL,F,19i2021,,,,,,,,
593,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
594,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
595,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
596,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
597,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
598,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
599,Bombus,impatiens,SL,F,20i2021,,,,,,,,
600,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
601,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
602,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
603,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
604,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
605,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
606,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
607,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
608,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
609,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
610,Megachile,latimanus,CA,F,9xii2021,,,,,,,,
611,Andrena,nubecula,JF,F,xi2021,,,,,,,,
612,Lasioglossum,,,,21i2021,,,,,,,,
613,Lasioglossum,,,,21i2021,,,,,,,,
614,Lasioglossum,,,,21i2021,,,,,,,,
615,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
616,Ceratina,,,,21i2021,,,,,,,,
617,Lasioglossum,,,,21i2021,,,,,,,,
618,Ceratina,,,,21i2021,,,,,,,,
619,Lasioglossum,,,,21i2021,,,,,,,,
620,Bombus,impatiens,SL,F,19i2021,,,,,,,,
621,Bombus,impatiens,SL,F,19i2021,,,,,,,,
622,Bombus,impatiens,SL,F,19i2021,,,,,,,,
623,Bombus,impatiens,SL,F,19i2021,,,,,,,,
624,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
625,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
626,Megachile,frigida,CA,F,9xii2021,,,,,,,,
627,Bombus,impatiens,SL,F,19i2021,,,,,,,,
628,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
629,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
630,Dufourea,novaeangliae,CA,M,21i2021,,,,,,,,
631,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
632,Lasioglossum,,,,21i2021,,,,,,,,
633,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
634,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
635,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
636,Bombus,ternaris,SL,F,20i2021,,,,,,,,
637,Bombus,impatiens,SL,F,19i2021,,,,,,,,
638,Bombus,impatiens,SL,F,19i2021,,,,,,,,
639,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
640,Bombus,impatiens,SL,F,19i2021,,,,,,,,
641,Bombus,impatiens,SL,F,19i2021,,,,,,,,
642,Bombus,impatiens,SL,F,19i2021,,,,,,,,
643,Bombus,impatiens,SL,F,19i2021,,,,,,,,
644,Bombus,rufocinctus,SL,F,20i2021,,,,,,,,
645,Bombus,impatiens,SL,F,19i2021,,,,,,,,
646,Bombus,impatiens,SL,F,19i2021,,,,,,,,
647,Bombus,impatiens,SL,F,19i2021,,,,,,,,
648,Bombus,impatiens,SL,F,19i2021,,,,,,,,
649,Bombus,impatiens,SL,F,19i2021,,,,,,,,
650,Bombus,impatiens,SL,F,19i2021,,,,,,,,
651,Anthophora,terminalis,,,21i2021,,,,,,,,
652,Bombus,impatiens,SL,F,19i2021,,,,,,,,
653,Bombus,impatiens,SL,F,19i2021,,,,,,,,
654,Bombus,impatiens,SL,F,19i2021,,,,,,,,
655,Bombus,impatiens,SL,F,19i2021,,,,,,,,
656,Bombus,impatiens,SL,F,19i2021,,,,,,,,
657,Bombus,impatiens,SL,F,19i2021,,,,,,,,
658,Ceratina,,,,21i2021,,,,,,,,
659,Bombus,impatiens,SL,F,19i2021,,,,,,,,
660,Bombus,impatiens,SL,F,19i2021,,,,,,,,
661,Ceratina,,,,21i2021,,,,,,,,
662,Ceratina,,,,21i2021,,,,,,,,
663,Ceratina,,,,21i2021,,,,,,,,
664,Ceratina,,,,21i2021,,,,,,,,
665,Ceratina,,,,21i2021,,,,,,,,
666,Hoplitis,producta,CA,F,25viii2021,,,,,,,,
667,Ceratina,,,,21i2021,,,,,,,,
668,Ceratina,,,,21i2021,,,,,,,,
669,Ceratina,,,,21i2021,,,,,,,,
670,Ceratina,,,,21i2021,,,,,,,,
671,Ceratina,,,,21i2021,,,,,,,,
672,Ceratina,,,,21i2021,,,,,,,,
673,Ceratina,,,M,21i2021,,,,,,,,
674,Bombus,impatiens,SL,F,19i2021,,,,,,,,
675,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
676,Ceratina,,,,21i2021,,,,,,,,
677,Ceratina,,,,21i2021,,,,,,,,
678,Bombus,impatiens,SL,F,20i2021,,,,,,,,
679,Ceratina,,,,21i2021,,,,,,,,
680,Bombus,impatiens,SL,F,19i2021,,,,,,,,
681,Ceratina,,,,21i2021,,,,,,,,
682,Bombus,impatiens,SL,F,19i2021,,,,,,,,
683,Ceratina,,,,21i2021,,,,,,,,
684,Bombus,ternaris,SL,F,20i2021,,,,,,,,
685,Bombus,impatiens,SL,F,19i2021,,,,,,,,
686,Ceratina,,,,21i2021,,,,,,,,
687,Ceratina,,,,21i2021,,,,,,,,
688,Ceratina,,,,21i2021,,,,,,,,
689,Ceratina,,,,21i2021,,,,,,,,
690,Ceratina,,,,21i2021,,,,,,,,
691,Ceratina,,,,21i2021,,,,,,,,
692,Ceratina,,,,21i2021,,,,,,,,
693,Ceratina,,,,21i2021,,,,,,,,
694,Lasioglossum,,,,21i2021,,,,,,,,
695,Bombus,impatiens,SL,F,20i2021,,,,,,,,
696,Bombus,ternaris,SL,F,20i2021,,,,,,,,
697,Megachile,rotundata,CA,F,9xii2021,,,,,,,,
698,Lasioglossum,,,,21i2021,,,,,,,,
699,Heriades,carinata,CA,F,23iii2021,,,,,,,,
700,Bombus,bimaculatus ,SL,F,1ii2021,,,,,,,,
701,Anthophora,bomboides,CA,F,15iii2021,,,,,,,,
702,Bombus,impatiens,SL,F,19i2021,,,,,,,,
703,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
704,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
705,Lasioglossum,,,,21i2021,,,,,,,,
706,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
707,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
708,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
709,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
710,Bombus,terricola,SL,F,19i2021,,,,,,,,
711,Lasioglossum,,,,21i2021,,,,,,,,
712,Ceratina,,,,21i2021,,,,,,,,
713,Lasioglossum,,,,21i2021,,,,,,,,
714,Lasioglossum,,,,21i2021,,,,,,,,
715,Ceratina,,,,21i2021,,,,,,,,
716,Lasioglossum,,,,21i2021,,,,,,,,
717,Bombus,impatiens,SL,F,19i2021,,,,,,,,
718,Ceratina,,,,21i2021,,,,,,,,
719,Lasioglossum,,,,21i2021,,,,,,,,
720,Ceratina,,,,21i2021,,,,,,,,
721,Lasioglossum,,,,21i2021,,,,,,,,
722,Ceratina,,,,21i2021,,,,,,,,
723,Ceratina,,,,21i2021,,,,,,,,
724,Ceratina,,,,21i2021,,,,,,,,
725,Lasioglossum,,,,21i2021,,,,,,,,
726,Lasioglossum,,,,21i2021,,,,,,,,
727,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
728,Bombus,rufocinctus,SL,F,20i2021,,,,,,,,
729,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
730,Bombus,bimaculatus,SL,F,18ii2021,,,,,,,,
731,Bombus,rufocinctus,SL,F,20i2021,,,,,,,,
732,Bombus,bimaculatus,SL,F,20i2021,,,,,,,,
733,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
734,Bombus,rufocinctus,SL,F,20i2021,,,,,,,,
735,Heriades,carinata,CA,F,23iii2021,,,,,,,,
736,Megachile,rotundata,CA,F,9xii2021,,,,,,,,
737,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
738,Bombus,vagans,SL,F,20i2021,,,,,,,,
739,Agapostemon,virescens,SL,F,15i2021,,,,,,,,
740,Bombus,rufocinctus,SL,F,20i2021,,,,,,,,
741,Megachile,relativa,CA,F,9xii2021,,,,,,,,
742,Megachile,inermis,CA,F,9xii2021,,,,,,,,
743,Andrena,wilkella,JF,F,xi2021,,,,,,,,
744,Megachile,inermis,CA,F,9xii2021,,,,,,,,
745,Ceratina,,,,21i2021,,,,,,,,
746,Ceratina,,,,21i2021,,,,,,,,
747,Bombus,impatiens,SL,F,19i2021,,,,,,,,
748,Bombus,impatiens,SL,F,19i2021,,,,,,,,
749,Bombus,impatiens,SL,F,19i2021,,,,,,,,
750,Bombus,impatiens,SL,F,19i2021,,,,,,,,
751,Bombus,impatiens,SL,F,19i2021,,,,,,,,
752,Bombus,impatiens,SL,F,19i2021,,,,,,,,
753,Bombus,impatiens,SL,F,19i2021,,,,,,,,
754,Bombus,impatiens,SL,F,19i2021,,,,,,,,
755,Andrena,vicina,JF,F,xi2021,,,,,,,,
756,Andrena,carlini,JF,F,xi2021,,,,,,,,
757,Andrena,rugosa,JF,F,xi2021,,,,,,,,
758,Andrena,crataegi,JF,F,xi2021,,,,,,,,
759,Andrena,cressonii,JF,F,xi2021,,,,,,,,
760,Andrena,rugosa,JF,F,xi2021,,,,,,,,
761,Andrena,rugosa,JF,F,xi2021,,,,,,,,
762,Andrena,hippotes_seeTN,,F,xi2021,?,,,,,,,
763,Megachile,gemula,CA,F,9xii2021,,,,,,,,
764,Andrena,wheeleri,JF,F,xi2021,,,,,,,,
765,Ceratina,,,,21i2021,,,,,,,,
766,Ceratina,,,,21i2021,,,,,,,,
767,Andrena,carlini,JF,F,xi2021,,,,,,,,
768,Andrena,rugosa,JF,F,xi2021,,,,,,,,
769,Ceratina,,,,21i2021,,,,,,,,
770,Andrena,cressonii,JF,F,xi2021,,,,,,,,
771,Lasioglossum,,,,21i2021,,,,,,,,
772,Andrena,dunningi_nivalis,JF,F,xi2021,,,,,,,,
773,Lasioglossum,,,,21i2021,,,,,,,,
774,Lasioglossum,,,,21i2021,,,,,,,,
775,Lasioglossum,,,,21i2021,,,,,,,,
776,Lasioglossum,,,,21i2021,,,,,,,,
777,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
778,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
779,Bombus,impatiens,SL,F,19i2021,,,,,,,,
780,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
781,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
782,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
783,Bombus,impatiens,SL,F,19i2021,,,,,,,,
784,Ceratina,,,,21i2021,,,,,,,,
785,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
786,Lasioglossum,,,,21i2021,,,,,,,,
787,Lasioglossum,,,,21i2021,,,,,,,,
788,Ceratina,,,,21i2021,,,,,,,,
789,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
790,Lasioglossum,,,,21i2021,,,,,,,,
791,Lasioglossum,,,,21i2021,,,,,,,,
792,Lasioglossum,,,,21i2021,,,,,,,,
793,Ceratina,,,,21i2021,,,,,,,,
794,Ceratina,,,,21i2021,,,,,,,,
795,Lasioglossum,,,,21i2021,,,,,,,,
796,Lasioglossum,,,,21i2021,,,,,,,,
797,Lasioglossum,,,,21i2021,,,,,,,,
798,Lasioglossum,,,,21i2021,,,,,,,,
799,Bombus,impatiens,SL,F,19i2021,,,,,,,,
800,Bombus,rufocinctus,SL,F,20i2021,,,,,,,,
801,Bombus,impatiens,SL,F,19i2021,,,,,,,,
802,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
803,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
804,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
805,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
806,Bombus,impatiens,SL,F,19i2021,,,,,,,,
807,Bombus,impatiens,SL,F,19i2021,,,,,,,,
808,Bombus,impatiens,SL,F,19i2021,,,,,,,,
809,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
810,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
811,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
812,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
813,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
814,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
815,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
816,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
817,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
818,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
819,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
820,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
821,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
822,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
823,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
824,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
825,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
826,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
827,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
828,Bombus,impatiens,SL,F,19i2021,,,,,,,,
829,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
830,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
831,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
832,Lasioglossum,,,,21i2021,,,,,,,,
833,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
834,Dufourea,novaeangliae,CA,F,21i2021,,,,,,,,
835,Lasioglossum,,,,21i2021,,,,,,,,
836,Macropis,nuda,CA,F,21i2021,,,,,,,,
837,Macropis,nuda,CA,F,21i2021,,,,,,,,
838,Lasioglossum,,,,21i2021,,,,,,,,
839,Lasioglossum,,,,21i2021,,,,,,,,
840,Lasioglossum,,,,21i2021,,,,,,,,
841,Lasioglossum,,,,21i2021,,,,,,,,
842,Lasioglossum,,,,21i2021,,,,,,,,
843,Lasioglossum,,,,21i2021,,,,,,,,
844,Lasioglossum,,,,21i2021,,,,,,,,
845,Lasioglossum,,,,21i2021,,,,,,,,
846,Lasioglossum,,,,21i2021,,,,,,,,
847,Lasioglossum,,,,21i2021,,,,,,,,
848,Lasioglossum,,,,21i2021,,,,,,,,
849,Macropis,nuda,CA,F,21i2021,,,,,,,,
850,Lasioglossum,,,,21i2021,,,,,,,,
851,Andrena,hippotes_seeTN,,F,xi2021,?,,,,,,,
852,Andrena,,,M,xi2021,,,,,,,,
853,Andrena,vicina,JF,F,xi2021,,,,,,,,
854,Andrena,dunningi_nivalis,JF,F,xi2021,,,,,,,,
855,Andrena,thaspii,JF,F,xii2021,,,,,,,,
856,Andrena,rugosa,JF,F,xi2021,,,,,,,,
857,Andrena,carlini,JF,F,xi2021,,,,,,,,
858,Andrena,rugosa,JF,F,xi2021,,,,,,,,
859,Andrena,rugosa,JF,F,xi2021,,,,,,,,
860,Andrena,vicina,JF,F,xi2021,,,,,,,,
861,Andrena,vicina,JF,F,xi2021,,,,,,,,
862,Andrena,rugosa,JF,F,xi2021,,,,,,,,
863,Andrena,vicina,JF,F,xi2021,,,,,,,,
864,Megachile,gemula,CA,F,9xii2021,,,,,,,,
865,Andrena,carlini,JF,F,xi2021,,,,,,,,
866,Andrena,hippotes_seeTN,,F,xi2021,? 3x stylopized,,,,,,,
867,Andrena,,,M,xi2021,,,,,,,,
868,Bombus,impatiens,SL,F,19i2021,,,,,,,,
869,Bombus,impatiens,SL,F,19i2021,,,,,,,,
870,Bombus,impatiens,SL,F,19i2021,,,,,,,,
871,Lasioglossum,,,,21i2021,,,,,,,,
872,Bombus,impatiens,SL,F,19i2021,,,,,,,,
873,Bombus,impatiens,SL,F,19i2021,,,,,,,,
874,Ceratina,,,,21i2021,,,,,,,,
875,Lasioglossum,,,,21i2021,,,,,,,,
876,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
877,Lasioglossum,,,,21i2021,,,,,,,,
878,Megachile,latimanus,CA,F,9xii2021,,,,,,,,
879,Lasioglossum,,,,21i2021,,,,,,,,
880,Ceratina,,,,21i2021,,,,,,,,
881,Lasioglossum,,,,21i2021,,,,,,,,
882,Lasioglossum,,,,21i2021,,,,,,,,
883,Ceratina,,,,21i2021,,,,,,,,
884,Lasioglossum,,,,21i2021,,,,,,,,
885,Ceratina,,,,21i2021,,,,,,,,
886,Ceratina,,,,21i2021,,,,,,,,
887,Ceratina,,,,21i2021,,,,,,,,
888,Lasioglossum,,,,21i2021,,,,,,,,
889,Lasioglossum,,,,21i2021,,,,,,,,
890,Ceratina,,,,21i2021,,,,,,,,
891,Lasioglossum,,,,21i2021,,,,,,,,
892,Ceratina,,,,21i2021,,,,,,,,
893,Ceratina,,,,21i2021,,,,,,,,
894,Megachile,inermis,CA,F,9xii2021,,,,,,,,
895,Lasioglossum,,,,21i2021,,,,,,,,
896,Lasioglossum,,,,21i2021,,,,,,,,
897,Apis,mellifera,SL + CA,F,15i2021,,,,,,,,
898,Ceratina,,,,21i2021,,,,,,,,
899,Lasioglossum,,,,21i2021,,,,,,,,
900,Lasioglossum,,,,21i2021,,,,,,,,
901,Lasioglossum,,,,21i2021,,,,,,,,
902,Lasioglossum,,,,21i2021,,,,,,,,
903,Halictus,confusus,CA + SL,F,15ii2021,,,,,,,,
904,Lasioglossum,,,,21i2021,,,,,,,,
905,Lasioglossum,,,,21i2021,,,,,,,,
906,Lasioglossum,,,,21i2021,,,,,,,,
907,Lasioglossum,,,,21i2021,,,,,,,,
908,Lasioglossum,,,,21i2021,,,,,,,,
909,Lasioglossum,,,,21i2021,,,,,,,,
910,Lasioglossum,,,,21i2021,,,,,,,,
911,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
912,Ceratina,,,,21i2021,,,,,,,,
913,Ceratina,,,M,21i2021,,,,,,,,
914,Osmia,pumila,CA + JF,F,25viii2021,,,,,,,,
915,Augochlora,pura,CA,F,23i2021,,,,,,,,
916,Ceratina,,,,21i2021,,,,,,,,
917,Halictus,ligatus,CA + SL,F,15ii2021,,,,,,,,
918,Ceratina,,,,21i2021,,,,,,,,
919,Augochlora,pura,CA + SL,F,15i2021,,,,,,,,
920,Ceratina,,,,21i2021,,,,,,,,
921,Halictus,rubicundus,SL,F,15ii2021,,,,,,,,
922,Augochlora,pura,CA + SL,F,15i2021,,,,,,,,
923,Agapostemon,texanus,SL,F,15i2021,,,,,,,,
924,Andrena,cressonii,JF,F,xi2021,,,,,,,,
925,Andrena,cressonii,JF,F,xi2021,,,,,,,,
926,Ceratina,,,,21i2021,,,,,,,,
927,Ceratina,,,,21i2021,,,,,,,,
928,Osmia,pumila,CA + JF,F,25viii2021,,,,,,,,
929,Ceratina,,,,21i2021,,,,,,,,
930,Ceratina,,,,21i2021,,,,,,,,
